Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,State,Postal Code,Region
CA-2015-127299,19/09/2015,24/09/2015,Standard Class,JL-15835,Charlotte,North Carolina,28205.0,South
CA-2016-121272,29/03/2016,04/04/2016,Standard Class,DO-13435,Seattle,Washington,98103.0,West
CA-2015-115336,18/11/2015,25/11/2015,Standard Class,AB-10600,Chicago,Illinois,60623.0,Central
CA-2016-111703,02/07/2016,09/07/2016,Standard Class,KB-16315,Hollywood,Florida,33021.0,South
CA-2015-128839,08/09/2015,13/09/2015,Standard Class,TT-21070,Chesapeake,Virginia,23320.0,South
CA-2018-105914,02/10/2018,08/10/2018,Standard Class,PV-18985,Los Angeles,California,90036.0,West
CA-2018-110926,19/11/2018,23/11/2018,Standard Class,DD-13570,Alexandria,Virginia,22304.0,South
CA-2017-117226,30/12/2017,01/01/2018,First Class,KD-16495,Deer Park,Texas,77536.0,Central
CA-2018-127313,01/12/2018,04/12/2018,First Class,RA-19285,Philadelphia,Pennsylvania,19120.0,East
CA-2017-136287,13/06/2017,17/06/2017,Standard Class,SS-20590,Wichita,Kansas,67212.0,Central
US-2015-107699,19/05/2015,23/05/2015,Standard Class,JH-15820,Midland,Michigan,48640.0,Central
CA-2018-112725,30/01/2018,06/02/2018,Standard Class,EH-14125,San Francisco,California,94110.0,West
CA-2016-136196,28/11/2016,04/12/2016,Standard Class,TP-21415,Freeport,New York,11520.0,East
CA-2018-106068,23/10/2018,28/10/2018,Standard Class,RB-19330,Austin,Texas,78745.0,Central
CA-2018-100160,07/09/2018,11/09/2018,Standard Class,CB-12025,Philadelphia,Pennsylvania,19134.0,East
CA-2017-139689,29/12/2017,03/01/2018,Standard Class,MP-17965,Bristol,Tennessee,37620.0,South
CA-2016-101091,05/12/2016,09/12/2016,Second Class,SW-20245,Philadelphia,Pennsylvania,19140.0,East
CA-2015-126907,01/11/2015,08/11/2015,Standard Class,SM-20950,Chicago,Illinois,60610.0,Central
US-2017-164588,16/04/2017,23/04/2017,Standard Class,AP-10915,Columbus,Georgia,31907.0,South
CA-2018-115546,14/05/2018,18/05/2018,Standard Class,AH-10465,New York City,New York,10035.0,East
CA-2016-163587,14/03/2016,18/03/2016,Standard Class,EP-13915,Dover,New Hampshire,3820.0,East
US-2018-106131,14/01/2018,16/01/2018,First Class,TP-21565,Aurora,Colorado,80013.0,West
CA-2016-160213,08/03/2016,13/03/2016,Standard Class,AR-10825,Long Beach,New York,11561.0,East
CA-2015-157924,11/10/2015,13/10/2015,First Class,HA-14920,Pasadena,California,91104.0,West
CA-2016-100216,13/04/2016,14/04/2016,First Class,HJ-14875,Mesa,Arizona,85204.0,West
CA-2018-100601,16/11/2018,20/11/2018,Standard Class,JK-15370,Fresno,California,93727.0,West
CA-2017-152163,01/07/2017,01/07/2017,Same Day,JF-15355,Columbia,South Carolina,29203.0,South
CA-2016-154340,29/11/2016,30/11/2016,First Class,EK-13795,Santa Ana,California,92704.0,West
CA-2015-128846,07/04/2015,12/04/2015,Standard Class,RS-19765,Columbia,South Carolina,29203.0,South
CA-2017-148593,16/06/2017,18/06/2017,Second Class,BD-11320,Los Angeles,California,90045.0,West
US-2018-119039,06/03/2018,10/03/2018,Standard Class,BF-11170,San Francisco,California,94109.0,West
CA-2018-128426,07/10/2018,11/10/2018,Standard Class,JK-15730,Houston,Texas,77036.0,Central
US-2018-136868,06/10/2018,12/10/2018,Standard Class,CR-12820,New York City,New York,10035.0,East
CA-2017-143749,05/12/2017,07/12/2017,First Class,AG-10300,Franklin,Massachusetts,2038.0,East
CA-2017-111493,21/10/2017,22/10/2017,First Class,CM-12160,Baltimore,Maryland,21215.0,East
CA-2018-112536,18/05/2018,23/05/2018,Standard Class,SG-20890,Mcallen,Texas,78501.0,Central
CA-2017-157714,26/09/2017,01/10/2017,Second Class,CS-12175,Iowa City,Iowa,52240.0,Central
CA-2018-166709,17/11/2018,22/11/2018,Standard Class,HL-15040,Newark,Delaware,19711.0,East
CA-2016-129392,08/07/2016,08/07/2016,Same Day,DM-13015,Houston,Texas,77070.0,Central
CA-2016-150875,16/11/2016,20/11/2016,Standard Class,HK-14890,Boise,Idaho,83704.0,West
CA-2016-154200,18/06/2016,22/06/2016,Standard Class,BG-11740,San Diego,California,92105.0,West
CA-2017-124233,08/04/2017,14/04/2017,Standard Class,CK-12595,Los Angeles,California,90032.0,West
US-2016-134271,18/04/2016,23/04/2016,Second Class,RF-19735,New York City,New York,10024.0,East
US-2017-161683,03/12/2017,08/12/2017,Standard Class,CJ-12010,Philadelphia,Pennsylvania,19134.0,East
CA-2016-143105,10/12/2016,10/12/2016,Same Day,MA-17560,New York City,New York,10024.0,East
CA-2015-145387,31/10/2015,02/11/2015,Second Class,AM-10705,Cranston,Rhode Island,2920.0,East
CA-2018-109715,09/12/2018,14/12/2018,Standard Class,AH-10585,Chicago,Illinois,60623.0,Central
CA-2015-166457,05/05/2015,09/05/2015,Second Class,PF-19120,Richmond,Kentucky,40475.0,South
CA-2017-164637,04/03/2017,08/03/2017,Standard Class,RD-19480,Mishawaka,Indiana,46544.0,Central
CA-2015-103590,30/11/2015,04/12/2015,Standard Class,JL-15505,Mount Vernon,New York,10550.0,East
CA-2016-111234,18/02/2016,22/02/2016,Standard Class,AB-10600,Los Angeles,California,90004.0,West
CA-2018-149881,01/04/2018,03/04/2018,First Class,NC-18535,San Francisco,California,94110.0,West
CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Seattle,Washington,98103.0,West
CA-2017-108644,30/09/2017,03/10/2017,First Class,SJ-20215,Quincy,Illinois,62301.0,Central
US-2015-102631,13/12/2015,17/12/2015,Standard Class,EB-13840,Chicago,Illinois,60623.0,Central
CA-2018-120327,11/11/2018,16/11/2018,Standard Class,WB-21850,Urbandale,Iowa,50322.0,Central
CA-2016-154970,05/01/2016,10/01/2016,Standard Class,SR-20740,Seattle,Washington,98103.0,West
CA-2017-113803,24/03/2017,26/03/2017,First Class,VG-21805,Richmond,Indiana,47374.0,Central
CA-2018-100223,05/07/2018,10/07/2018,Standard Class,LS-16945,Dallas,Texas,75220.0,Central
CA-2015-168823,21/09/2015,24/09/2015,First Class,MA-17560,Philadelphia,Pennsylvania,19143.0,East
CA-2017-162404,23/07/2017,27/07/2017,Standard Class,NF-18475,Rockford,Illinois,61107.0,Central
CA-2018-104024,29/08/2018,03/09/2018,Second Class,MD-17860,Philadelphia,Pennsylvania,19134.0,East
CA-2018-147144,26/03/2018,28/03/2018,First Class,MZ-17335,Seattle,Washington,98105.0,West
CA-2018-158673,29/12/2018,04/01/2019,Standard Class,KB-16600,Grand Rapids,Michigan,49505.0,Central
CA-2015-133704,20/09/2015,26/09/2015,Standard Class,MA-17995,Los Angeles,California,90004.0,West
CA-2017-159142,04/04/2017,05/04/2017,First Class,ME-17320,Springfield,Virginia,22153.0,South
CA-2015-138436,26/03/2015,30/03/2015,Standard Class,JD-15895,Los Angeles,California,90036.0,West
CA-2018-117702,28/11/2018,04/12/2018,Standard Class,LS-16975,Baltimore,Maryland,21215.0,East
CA-2017-157336,01/12/2017,05/12/2017,Second Class,SJ-20500,Fairfield,Connecticut,6824.0,East
CA-2015-168130,19/09/2015,19/09/2015,Same Day,BS-11365,New York City,New York,10011.0,East
CA-2016-155068,23/10/2016,23/10/2016,Same Day,RA-19285,Lakeland,Florida,33801.0,South
CA-2018-163160,13/10/2018,16/10/2018,First Class,TS-21610,Freeport,Illinois,61032.0,Central
CA-2016-101924,04/09/2016,09/09/2016,Standard Class,KB-16585,Medford,Oregon,97504.0,West
CA-2017-124793,14/03/2017,16/03/2017,First Class,MM-18280,Seattle,Washington,98103.0,West
CA-2018-118367,28/10/2018,02/11/2018,Second Class,LO-17170,New York City,New York,10035.0,East
CA-2018-164819,15/10/2018,19/10/2018,Second Class,RS-19420,Fairfield,Connecticut,6824.0,East
CA-2018-158344,07/08/2018,11/08/2018,Standard Class,CC-12475,Moorhead,Minnesota,56560.0,Central
CA-2018-123351,21/09/2018,25/09/2018,Standard Class,KT-16480,Columbus,Georgia,31907.0,South
CA-2018-110429,03/11/2018,08/11/2018,Standard Class,DM-13015,Philadelphia,Pennsylvania,19143.0,East
US-2017-131611,05/11/2017,09/11/2017,Standard Class,EP-13915,Houston,Texas,77036.0,Central
US-2018-124821,25/06/2018,29/06/2018,Second Class,AM-10705,Seattle,Washington,98115.0,West
CA-2016-166975,26/11/2016,30/11/2016,Standard Class,SH-20635,Jackson,Tennessee,38301.0,South
CA-2017-123806,24/11/2017,27/11/2017,Second Class,LA-16780,Baltimore,Maryland,21215.0,East
US-2018-158505,21/07/2018,21/07/2018,Same Day,SF-20200,Murray,Utah,84107.0,West
CA-2016-142692,23/10/2016,28/10/2016,Standard Class,AG-10495,Seattle,Washington,98105.0,West
CA-2016-123456,09/07/2016,13/07/2016,Standard Class,KN-16450,Dallas,Texas,75220.0,Central
CA-2018-151358,18/08/2018,22/08/2018,Standard Class,NF-18595,Seattle,Washington,98105.0,West
US-2017-107440,16/04/2017,20/04/2017,Standard Class,BS-11365,Lakewood,New Jersey,8701.0,East
CA-2015-166989,14/11/2015,18/11/2015,Standard Class,RM-19675,New York City,New York,10011.0,East
CA-2015-103100,20/12/2015,23/12/2015,First Class,AB-10105,Indianapolis,Indiana,46203.0,Central
CA-2016-105690,21/11/2016,26/11/2016,Second Class,CA-11965,Port Arthur,Texas,77642.0,Central
CA-2018-127516,28/12/2018,03/01/2019,Standard Class,EH-14005,Nashville,Tennessee,37211.0,South
US-2016-117184,17/05/2016,21/05/2016,Standard Class,ON-18715,Houston,Texas,77095.0,Central
CA-2018-102407,09/12/2018,13/12/2018,Second Class,AT-10435,Los Angeles,California,90004.0,West
CA-2018-130967,10/03/2018,16/03/2018,Standard Class,EB-13870,Philadelphia,Pennsylvania,19140.0,East
CA-2018-101581,22/10/2018,27/10/2018,Standard Class,DW-13195,Redmond,Oregon,97756.0,West
CA-2018-169124,03/07/2018,10/07/2018,Standard Class,MB-17305,Citrus Heights,California,95610.0,West
CA-2018-117261,04/09/2018,10/09/2018,Standard Class,TH-21235,Los Angeles,California,90032.0,West
CA-2018-129021,23/08/2018,26/08/2018,Second Class,PO-18850,Tallahassee,Florida,32303.0,South
CA-2015-123253,22/08/2015,25/08/2015,Second Class,DE-13255,Lakewood,Ohio,44107.0,East
CA-2017-121601,04/10/2017,04/10/2017,Same Day,MO-17500,The Colony,Texas,75056.0,Central
CA-2015-162278,26/10/2015,30/10/2015,Second Class,AH-10585,Seattle,Washington,98105.0,West
CA-2017-161095,28/06/2017,28/06/2017,Same Day,CS-12250,Los Angeles,California,90032.0,West
CA-2015-125829,04/11/2015,11/11/2015,Standard Class,WB-21850,Los Angeles,California,90045.0,West
CA-2015-123127,08/09/2015,12/09/2015,Standard Class,SP-20620,Long Beach,New York,11561.0,East
CA-2016-115945,25/06/2016,01/07/2016,Standard Class,AB-10165,Los Angeles,California,90045.0,West
CA-2016-136735,26/07/2016,02/08/2016,Standard Class,HA-14920,San Francisco,California,94110.0,West
US-2018-136189,07/12/2018,11/12/2018,Standard Class,DC-13285,Richmond,Virginia,23223.0,South
CA-2015-152345,29/12/2015,03/01/2016,Second Class,ST-20530,Albuquerque,New Mexico,87105.0,West
US-2016-147662,14/02/2016,19/02/2016,Standard Class,KB-16315,Akron,Ohio,44312.0,East
CA-2017-153346,25/01/2017,27/01/2017,First Class,TB-21355,Plainfield,New Jersey,7060.0,East
CA-2018-118360,01/04/2018,07/04/2018,Standard Class,JC-15775,New York City,New York,10011.0,East
CA-2018-149853,03/10/2018,09/10/2018,Standard Class,PO-18850,Hialeah,Florida,33012.0,South
CA-2018-107909,01/09/2018,06/09/2018,Standard Class,SS-20875,Redmond,Washington,98052.0,West
CA-2016-112375,21/12/2016,27/12/2016,Standard Class,RD-19720,Daytona Beach,Florida,32114.0,South
CA-2016-154795,20/12/2016,24/12/2016,Standard Class,GZ-14470,Bullhead City,Arizona,86442.0,West
CA-2016-125234,27/11/2016,01/12/2016,Standard Class,SN-20710,Los Angeles,California,90049.0,West
CA-2018-133501,27/08/2018,01/09/2018,Standard Class,DK-12895,Franklin,Tennessee,37064.0,South
US-2015-129609,22/03/2015,22/03/2015,Same Day,VM-21835,Portage,Indiana,46368.0,Central
CA-2018-130309,17/12/2018,21/12/2018,Standard Class,GB-14575,Arlington,Virginia,22204.0,South
CA-2018-105410,19/03/2018,22/03/2018,First Class,ND-18370,San Francisco,California,94110.0,West
CA-2017-120355,18/09/2017,25/09/2017,Standard Class,MM-17260,New Rochelle,New York,10801.0,East
CA-2018-169894,24/11/2018,29/11/2018,Second Class,MV-17485,Mesa,Arizona,85204.0,West
US-2018-100482,11/04/2018,15/04/2018,Standard Class,JL-15130,Lancaster,Ohio,43130.0,East
CA-2018-107748,10/12/2018,12/12/2018,Second Class,AG-10330,Stockton,California,95207.0,West
CA-2018-153654,24/11/2018,26/11/2018,Second Class,MD-17860,Asheville,North Carolina,28806.0,South
CA-2016-155600,04/12/2016,07/12/2016,Second Class,RO-19780,Clarksville,Tennessee,37042.0,South
CA-2018-162565,11/12/2018,11/12/2018,Same Day,RR-19315,Aurora,Illinois,60505.0,Central
CA-2017-127642,21/05/2017,23/05/2017,First Class,CP-12340,Warwick,Rhode Island,2886.0,East
US-2018-163195,17/02/2018,21/02/2018,Second Class,LL-16840,Lafayette,Louisiana,70506.0,South
CA-2018-111332,20/05/2018,22/05/2018,Second Class,NC-18340,Fargo,North Dakota,58103.0,Central
CA-2018-117044,11/09/2018,13/09/2018,Second Class,HA-14920,Chicago,Illinois,60623.0,Central
US-2017-165078,05/11/2017,10/11/2017,Standard Class,MA-17995,Lawrence,Indiana,46226.0,Central
US-2018-169320,23/07/2018,25/07/2018,Second Class,LH-16900,Elkhart,Indiana,46514.0,Central
CA-2017-158575,18/11/2017,24/11/2017,Standard Class,SB-20290,Kent,Ohio,44240.0,East
CA-2015-166954,25/04/2015,30/04/2015,Standard Class,BT-11305,San Gabriel,California,91776.0,West
CA-2016-140830,30/11/2016,02/12/2016,Second Class,PS-18970,Henderson,Kentucky,42420.0,South
CA-2016-152891,25/10/2016,30/10/2016,Standard Class,TB-21625,San Francisco,California,94110.0,West
US-2016-122784,20/07/2016,27/07/2016,Standard Class,RA-19915,Highland Park,Illinois,60035.0,Central
CA-2017-156811,27/10/2017,02/11/2017,Standard Class,BP-11095,San Francisco,California,94122.0,West
CA-2018-111556,20/11/2018,22/11/2018,First Class,CD-11920,New York City,New York,10035.0,East
CA-2017-108868,08/09/2017,12/09/2017,Standard Class,KB-16585,Dallas,Texas,75081.0,Central
CA-2015-142965,20/07/2015,20/07/2015,Same Day,SW-20245,Springfield,Ohio,45503.0,East
CA-2017-148740,15/11/2017,19/11/2017,Standard Class,AH-10690,San Diego,California,92024.0,West
US-2015-138758,07/07/2015,11/07/2015,Standard Class,JL-15835,Philadelphia,Pennsylvania,19120.0,East
CA-2017-131737,17/03/2017,17/03/2017,Same Day,GZ-14470,Columbia,Maryland,21044.0,East
CA-2017-114538,26/12/2017,27/12/2017,First Class,RC-19825,Colorado Springs,Colorado,80906.0,West
CA-2015-127936,02/09/2015,04/09/2015,First Class,CL-12565,New York City,New York,10009.0,East
CA-2016-164336,05/07/2016,10/07/2016,Standard Class,MW-18220,Philadelphia,Pennsylvania,19140.0,East
CA-2017-100041,20/11/2017,25/11/2017,Standard Class,BF-10975,Columbus,Indiana,47201.0,Central
US-2015-154879,06/05/2015,11/05/2015,Standard Class,SN-20710,Los Angeles,California,90004.0,West
CA-2015-130624,21/06/2015,24/06/2015,First Class,TB-21280,New York City,New York,10024.0,East
CA-2018-132339,19/08/2018,23/08/2018,Standard Class,JB-15400,Lawrence,Massachusetts,1841.0,East
CA-2015-153983,29/11/2015,06/12/2015,Standard Class,AH-10210,San Francisco,California,94122.0,West
CA-2018-112900,09/04/2018,12/04/2018,Second Class,KL-16645,Detroit,Michigan,48205.0,Central
CA-2015-160157,20/12/2015,27/12/2015,Standard Class,MH-17455,Hamilton,Ohio,45011.0,East
CA-2015-139633,17/12/2015,24/12/2015,Standard Class,EC-14050,Columbus,Ohio,43229.0,East
CA-2016-163090,17/11/2016,21/11/2016,Second Class,GH-14665,Chicago,Illinois,60610.0,Central
CA-2015-117016,04/03/2015,09/03/2015,Standard Class,SC-20095,Margate,Florida,33063.0,South
CA-2018-159464,18/05/2018,19/05/2018,First Class,TB-21355,Sandy Springs,Georgia,30328.0,South
US-2018-103226,22/09/2018,28/09/2018,Standard Class,DW-13195,Albuquerque,New Mexico,87105.0,West
CA-2018-119452,21/03/2018,27/03/2018,Standard Class,CL-12565,Tulsa,Oklahoma,74133.0,Central
CA-2018-147725,14/09/2018,14/09/2018,Same Day,LT-17110,Orange,New Jersey,7050.0,East
CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Henderson,Kentucky,42420.0,South
CA-2017-163398,03/05/2017,08/05/2017,Standard Class,CB-12415,Chicago,Illinois,60653.0,Central
CA-2017-162726,27/12/2017,02/01/2018,Standard Class,MT-17815,Port Arthur,Texas,77642.0,Central
US-2017-111290,22/07/2017,26/07/2017,Standard Class,DK-13375,Westland,Michigan,48185.0,Central
US-2015-147704,16/11/2015,21/11/2015,Standard Class,SR-20740,Bloomington,Indiana,47401.0,Central
CA-2016-121965,19/06/2016,23/06/2016,Standard Class,LH-17155,Los Angeles,California,90032.0,West
CA-2017-147137,04/07/2017,06/07/2017,First Class,AA-10645,San Francisco,California,94109.0,West
US-2016-146745,03/09/2016,08/09/2016,Standard Class,AS-10630,San Francisco,California,94110.0,West
CA-2018-115175,07/08/2018,12/08/2018,Standard Class,MC-17575,San Jose,California,95123.0,West
CA-2018-105851,13/03/2018,20/03/2018,Standard Class,SE-20110,Denver,Colorado,80219.0,West
US-2018-125717,28/09/2018,01/10/2018,First Class,DS-13030,Aurora,Colorado,80013.0,West
CA-2016-163895,07/08/2016,11/08/2016,Standard Class,NS-18640,Boise,Idaho,83704.0,West
CA-2018-168641,24/11/2018,01/12/2018,Standard Class,KA-16525,New York City,New York,10035.0,East
CA-2018-156895,08/05/2018,12/05/2018,Standard Class,DJ-13510,Philadelphia,Pennsylvania,19140.0,East
CA-2018-121300,29/09/2018,29/09/2018,Same Day,MG-17680,Mentor,Ohio,44060.0,East
CA-2018-130211,22/10/2018,22/10/2018,Same Day,BD-11620,Lawton,Oklahoma,73505.0,Central
CA-2015-147235,24/03/2015,28/03/2015,Standard Class,CD-11920,New York City,New York,10024.0,East
CA-2017-109365,03/11/2017,08/11/2017,Standard Class,XP-21865,Los Angeles,California,90049.0,West
CA-2016-162621,05/09/2016,11/09/2016,Standard Class,CA-12055,Houston,Texas,77036.0,Central
CA-2018-105921,14/08/2018,21/08/2018,Standard Class,JM-15250,Los Angeles,California,90032.0,West
CA-2015-150798,01/12/2015,03/12/2015,Second Class,JK-15730,Columbus,Ohio,43229.0,East
CA-2018-112753,18/06/2018,23/06/2018,Standard Class,CC-12670,Los Angeles,California,90032.0,West
CA-2018-155075,02/12/2018,09/12/2018,Standard Class,GW-14605,Philadelphia,Pennsylvania,19140.0,East
CA-2015-103401,21/11/2015,26/11/2015,Standard Class,GR-14560,San Francisco,California,94110.0,West
CA-2017-124814,10/04/2017,16/04/2017,Standard Class,FM-14215,Bakersfield,California,93309.0,West
CA-2015-116757,30/06/2015,04/07/2015,Standard Class,MS-17980,Houston,Texas,77095.0,Central
US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Los Angeles,California,90045.0,West
CA-2018-167003,23/05/2018,29/05/2018,Standard Class,VS-21820,Los Angeles,California,90036.0,West
CA-2017-119935,10/11/2017,14/11/2017,Standard Class,KM-16225,Springfield,Missouri,65807.0,Central
CA-2017-118969,02/10/2017,03/10/2017,First Class,LP-17095,Phoenix,Arizona,85023.0,West
CA-2017-145240,06/09/2017,08/09/2017,First Class,BG-11740,Houston,Texas,77070.0,Central
CA-2017-120873,27/10/2017,01/11/2017,Second Class,BW-11200,Hampton,Virginia,23666.0,South
US-2018-111920,22/10/2018,26/10/2018,Standard Class,PS-18970,Tulsa,Oklahoma,74133.0,Central
US-2017-128678,15/09/2017,20/09/2017,Standard Class,RB-19570,Seattle,Washington,98105.0,West
CA-2017-101385,25/09/2017,01/10/2017,Standard Class,JW-16075,San Francisco,California,94109.0,West
CA-2018-107167,10/06/2018,14/06/2018,Standard Class,ND-18460,Jacksonville,Florida,32216.0,South
CA-2015-109491,20/02/2015,26/02/2015,Standard Class,LC-16930,Richmond,Indiana,47374.0,Central
CA-2018-105445,20/02/2018,25/02/2018,Second Class,BP-11095,Louisville,Colorado,80027.0,West
CA-2015-107454,02/11/2015,06/11/2015,Standard Class,RD-19720,New York City,New York,10024.0,East
US-2018-105046,17/07/2018,23/07/2018,Standard Class,BE-11335,Rome,New York,13440.0,East
CA-2018-152856,08/09/2018,10/09/2018,Second Class,RS-19765,Marion,Ohio,43302.0,East
CA-2017-134691,14/11/2017,18/11/2017,Standard Class,KC-16540,Houston,Texas,77041.0,Central
CA-2017-118759,14/11/2017,17/11/2017,First Class,MB-17305,New York City,New York,10009.0,East
CA-2015-140403,10/10/2015,10/10/2015,Same Day,TN-21040,Manteca,California,95336.0,West
CA-2016-163104,19/03/2016,26/03/2016,Standard Class,MC-18130,Los Angeles,California,90004.0,West
CA-2018-138464,08/07/2018,12/07/2018,Standard Class,VF-21715,Seattle,Washington,98115.0,West
CA-2016-104129,27/02/2016,02/03/2016,Standard Class,ES-14080,Providence,Rhode Island,2908.0,East
US-2018-132206,16/06/2018,21/06/2018,Standard Class,MK-17905,Chicago,Illinois,60653.0,Central
CA-2018-113474,30/03/2018,31/03/2018,First Class,TM-21490,Oklahoma City,Oklahoma,73120.0,Central
CA-2016-126557,12/07/2016,17/07/2016,Second Class,RL-19615,Chicago,Illinois,60610.0,Central
US-2018-107636,30/04/2018,02/05/2018,First Class,NM-18520,Manchester,Connecticut,6040.0,East
US-2015-165862,13/07/2015,17/07/2015,Standard Class,GK-14620,Los Angeles,California,90049.0,West
US-2015-106334,27/12/2015,02/01/2016,Standard Class,JF-15490,San Francisco,California,94122.0,West
CA-2017-101448,27/02/2017,01/03/2017,Second Class,EB-13930,La Crosse,Wisconsin,54601.0,Central
CA-2016-130218,23/03/2016,26/03/2016,First Class,SG-20470,Florence,South Carolina,29501.0,South
US-2018-117331,21/10/2018,28/10/2018,Standard Class,ND-18370,Glendale,Arizona,85301.0,West
CA-2015-127383,31/12/2015,05/01/2016,Standard Class,CM-11815,El Paso,Texas,79907.0,Central
CA-2015-110219,05/05/2015,08/05/2015,First Class,EB-13870,San Antonio,Texas,78207.0,Central
CA-2016-118871,04/12/2016,09/12/2016,Second Class,HM-14860,Los Angeles,California,90049.0,West
CA-2018-129490,26/09/2018,30/09/2018,Standard Class,SJ-20125,Miramar,Florida,33023.0,South
CA-2015-101175,09/12/2015,14/12/2015,Standard Class,DM-12955,Mesa,Arizona,85204.0,West
US-2018-149510,03/12/2018,10/12/2018,Standard Class,MC-17575,Fayetteville,North Carolina,28314.0,South
CA-2016-111990,08/11/2016,13/11/2016,Standard Class,DB-13660,Houston,Texas,77095.0,Central
CA-2015-169460,19/04/2015,21/04/2015,Second Class,NF-18595,San Jose,California,95123.0,West
US-2016-152128,25/05/2016,27/05/2016,Second Class,NM-18445,Wichita,Kansas,67212.0,Central
CA-2018-126662,17/07/2018,21/07/2018,Standard Class,AB-10255,Los Angeles,California,90036.0,West
CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Jackson,Michigan,49201.0,Central
US-2015-121734,11/04/2015,16/04/2015,Standard Class,SE-20110,Lewiston,Idaho,83501.0,West
CA-2016-110947,09/06/2016,15/06/2016,Standard Class,AG-10765,Hampton,Virginia,23666.0,South
US-2015-150126,27/07/2015,02/08/2015,Standard Class,AS-10045,New York City,New York,10035.0,East
CA-2016-164427,31/07/2016,06/08/2016,Standard Class,AR-10405,Hattiesburg,Mississippi,39401.0,South
CA-2017-120250,19/09/2017,22/09/2017,First Class,AP-10720,Philadelphia,Pennsylvania,19140.0,East
CA-2017-121993,10/06/2017,12/06/2017,First Class,JB-16000,Philadelphia,Pennsylvania,19140.0,East
US-2017-100405,26/08/2017,28/08/2017,Second Class,TS-21430,Los Angeles,California,90045.0,West
US-2018-163790,02/11/2018,04/11/2018,Second Class,NL-18310,Danville,California,94526.0,West
CA-2017-129868,26/12/2017,31/12/2017,Standard Class,MC-18130,Los Angeles,California,90004.0,West
CA-2017-140564,05/12/2017,10/12/2017,Second Class,TC-21475,Washington,District of Columbia,20016.0,East
US-2018-169502,28/08/2018,01/09/2018,Standard Class,MG-17650,Milwaukee,Wisconsin,53209.0,Central
CA-2016-146948,16/07/2016,20/07/2016,Standard Class,MG-17890,Baltimore,Maryland,21215.0,East
US-2016-113327,26/05/2016,29/05/2016,Second Class,BF-11170,Jacksonville,North Carolina,28540.0,South
CA-2016-135020,28/05/2016,02/06/2016,Standard Class,MS-17770,Rochester,New York,14609.0,East
US-2018-141852,09/11/2018,14/11/2018,Standard Class,JE-15745,Oceanside,California,92054.0,West
CA-2017-109407,24/01/2017,26/01/2017,Second Class,HG-14965,Gulfport,Mississippi,39503.0,South
US-2017-165953,31/12/2017,06/01/2018,Standard Class,EP-13915,Jacksonville,Florida,32216.0,South
CA-2017-144540,05/09/2017,10/09/2017,Standard Class,GH-14410,Houston,Texas,77070.0,Central
CA-2016-159863,04/09/2016,07/09/2016,Second Class,DS-13180,Houston,Texas,77095.0,Central
CA-2016-117800,21/09/2016,26/09/2016,Standard Class,TH-21550,Everett,Massachusetts,2149.0,East
CA-2018-145219,24/12/2018,25/12/2018,First Class,RM-19675,Los Angeles,California,90049.0,West
CA-2016-161214,05/10/2016,08/10/2016,Second Class,SF-20965,Wilmington,Delaware,19805.0,East
CA-2018-147228,09/09/2018,14/09/2018,Standard Class,SO-20335,Columbia,Tennessee,38401.0,South
CA-2017-101336,13/11/2017,18/11/2017,Standard Class,CK-12760,New York City,New York,10011.0,East
US-2016-126235,15/10/2016,15/10/2016,Same Day,GA-14725,Mount Pleasant,Michigan,48858.0,Central
CA-2018-168396,03/08/2018,08/08/2018,Second Class,BD-11725,San Francisco,California,94122.0,West
CA-2016-130456,21/08/2016,26/08/2016,Standard Class,DS-13180,San Francisco,California,94122.0,West
CA-2018-116288,12/03/2018,17/03/2018,Standard Class,BS-11380,San Francisco,California,94122.0,West
CA-2018-168228,27/04/2018,29/04/2018,First Class,AP-10915,Los Angeles,California,90045.0,West
CA-2017-102162,11/09/2017,16/09/2017,Standard Class,JF-15565,Newport News,Virginia,23602.0,South
CA-2018-130141,22/10/2018,24/10/2018,Second Class,HA-14905,Fort Collins,Colorado,80525.0,West
CA-2016-147501,02/08/2016,06/08/2016,Standard Class,Co-12640,Seattle,Washington,98105.0,West
CA-2017-143910,12/08/2017,16/08/2017,Standard Class,BC-11125,New York City,New York,10011.0,East
CA-2015-146885,30/05/2015,05/06/2015,Standard Class,EB-13840,Richmond,Virginia,23223.0,South
CA-2017-139556,26/04/2017,01/05/2017,Standard Class,DB-13360,New York City,New York,10009.0,East
CA-2018-129357,14/05/2018,19/05/2018,Standard Class,KB-16585,Seattle,Washington,98103.0,West
CA-2018-150987,08/04/2018,12/04/2018,Standard Class,AH-10120,San Francisco,California,94110.0,West
CA-2018-132647,17/02/2018,23/02/2018,Standard Class,GH-14410,Perth Amboy,New Jersey,8861.0,East
CA-2018-159107,24/06/2018,26/06/2018,Second Class,KT-16480,San Francisco,California,94110.0,West
CA-2015-160738,05/05/2015,10/05/2015,Standard Class,KH-16330,Freeport,Illinois,61032.0,Central
